iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,new_vaccinations_smoothed_per_million,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index
ARE,Asia,United Arab Emirates,9/9/2020,75981,883,634.429,393,2,0.857,7682.298,89.278,64.146,39.736,0.202,0.087,1.28,,,,,,,,,85917,7790235,787.656,8.687,76169,7.701,0.008,120.1,tests performed,,,,,,,,,,39.81,9890400,112.442,34,1.144,0.526,67293.483,,317.84,17.26,1.2,37.4,,1.2,77.97,0.89
ARE,Asia,United Arab Emirates,9/10/2020,76911,930,679.571,398,5,1.571,7776.329,94.031,68.71,40.241,0.506,0.159,1.28,,,,,,,,,82076,7872311,795.955,8.299,78205,7.907,0.009,115.1,tests performed,,,,,,,,,,39.81,9890400,112.442,34,1.144,0.526,67293.483,,317.84,17.26,1.2,37.4,,1.2,77.97,0.89
ARE,Asia,United Arab Emirates,9/11/2020,77842,931,725.143,398,0,1.571,7870.46,94.132,73.318,40.241,0,0.159,1.26,,,,,,,,,75177,7947488,803.556,7.601,77383,7.824,0.009,106.7,tests performed,,,,,,,,,,39.81,9890400,112.442,34,1.144,0.526,67293.483,,317.84,17.26,1.2,37.4,,1.2,77.97,0.89
ARE,Asia,United Arab Emirates,9/12/2020,78849,1007,768.286,399,1,1.571,7972.276,101.816,77.68,40.342,0.101,0.159,1.23,,,,,,,,,95287,8042775,813.19,9.634,79233,8.011,0.01,103.1,tests performed,,,,,,,,,,39.81,9890400,112.442,34,1.144,0.526,67293.483,,317.84,17.26,1.2,37.4,,1.2,77.97,0.89
ARE,Asia,United Arab Emirates,9/13/2020,79489,640,786.429,399,0,1.571,8036.985,64.709,79.514,40.342,0,0.159,1.19,,,,,,,,,84642,8127417,821.748,8.558,78848,7.972,0.01,100.3,tests performed,,,,,,,,,,45.37,9890400,112.442,34,1.144,0.526,67293.483,,317.84,17.26,1.2,37.4,,1.2,77.97,0.89
ARE,Asia,United Arab Emirates,9/14/2020,80266,777,830.286,399,0,1.286,8115.546,78.561,83.949,40.342,0,0.13,1.17,,,,,,,,,61084,8188501,827.924,6.176,79360,8.024,0.01,95.6,tests performed,,,,,,,,,,45.37,9890400,112.442,34,1.144,0.526,67293.483,,317.84,17.26,1.2,37.4,,1.2,77.97,0.89
ARE,Asia,United Arab Emirates,9/15/2020,80940,674,834.571,401,2,1.429,8183.693,68.147,84.382,40.544,0.202,0.144,1.15,,,,,,,,,86879,8275380,836.708,8.784,81580,8.248,0.01,97.8,tests performed,,,,,,,,,,45.37,9890400,112.442,34,1.144,0.526,67293.483,,317.84,17.26,1.2,37.4,,1.2,77.97,0.89
ARE,Asia,United Arab Emirates,9/16/2020,81782,842,828.714,402,1,1.286,8268.826,85.133,83.79,40.645,0.101,0.13,1.14,,,,,,,,,93682,8369062,846.18,9.472,82690,8.361,0.01,99.8,tests performed,,,,,,,,,,45.37,9890400,112.442,34,1.144,0.526,67293.483,,317.84,17.26,1.2,37.4,,1.2,77.97,0.89
ARE,Asia,United Arab Emirates,9/17/2020,82568,786,808.143,402,0,0.571,8348.297,79.471,81.71,40.645,0,0.058,1.13,,,,,,,,,92912,8461974,855.574,9.394,84238,8.517,0.01,104.2,tests performed,,,,,,,,,,45.37,9890400,112.442,34,1.144,0.526,67293.483,,317.84,17.26,1.2,37.4,,1.2,77.97,0.89
ARE,Asia,United Arab Emirates,9/18/2020,83433,865,798.714,403,1,0.714,8435.756,87.459,80.757,40.747,0.101,0.072,1.12,,,,,,,,,97469,8559443,865.429,9.855,87422,8.839,0.009,109.5,tests performed,,,,,,,,,,50.93,9890400,112.442,34,1.144,0.526,67293.483,,317.84,17.26,1.2,37.4,,1.2,77.97,0.89
ARE,Asia,United Arab Emirates,9/19/2020,84242,809,770.429,404,1,0.714,8517.552,81.796,77.897,40.848,0.101,0.072,1.11,,,,,,,,,103124,8662567,875.856,10.427,88542,8.952,0.009,114.9,tests performed,,,,,,,,,,50.93,9890400,112.442,34,1.144,0.526,67293.483,,317.84,17.26,1.2,37.4,,1.2,77.97,0.89
ARE,Asia,United Arab Emirates,9/20/2020,84916,674,775.286,404,0,0.714,8585.699,68.147,78.388,40.848,0,0.072,1.1,,,,,,,,,97251,8759818,885.689,9.833,90343,9.134,0.009,116.5,tests performed,,,,,,,,,,50.93,9890400,112.442,34,1.144,0.526,67293.483,,317.84,17.26,1.2,37.4,,1.2,77.97,0.89
ARE,Asia,United Arab Emirates,9/21/2020,85595,679,761.286,405,1,0.857,8654.352,68.652,76.972,40.949,0.101,0.087,1.11,,,,,,,,,72388,8832206,893.008,7.319,91958,9.298,0.008,120.8,tests performed,,,,,,,,,,50.93,9890400,112.442,34,1.144,0.526,67293.483,,317.84,17.26,1.2,37.4,,1.2,77.97,0.89
ARE,Asia,United Arab Emirates,9/22/2020,86447,852,786.714,405,0,0.571,8740.496,86.144,79.543,40.949,0,0.058,1.13,,,,,,,,,98528,8930734,902.97,9.962,93622,9.466,0.008,119,tests performed,,,,,,,,,,50.93,9890400,112.442,34,1.144,0.526,67293.483,,317.84,17.26,1.2,37.4,,1.2,77.97,0.89
ARE,Asia,United Arab Emirates,9/23/2020,87530,1083,821.143,406,1,0.571,8849.996,109.5,83.024,41.05,0.101,0.058,1.15,,,,,,,,,103199,9033933,913.404,10.434,94982,9.603,0.009,115.7,tests performed,,,,,,,,,,50.93,9890400,112.442,34,1.144,0.526,67293.483,,317.84,17.26,1.2,37.4,,1.2,77.97,0.89
ARE,Asia,United Arab Emirates,9/24/2020,88532,1002,852,407,1,0.714,8951.306,101.31,86.144,41.151,0.101,0.072,1.15,,,,,,,,,93618,9127551,922.87,9.466,95082,9.614,0.009,111.6,tests performed,,,,,,,,,,50.93,9890400,112.442,34,1.144,0.526,67293.483,,317.84,17.26,1.2,37.4,,1.2,77.97,0.89
ARE,Asia,United Arab Emirates,9/25/2020,89540,1008,872.429,409,2,0.857,9053.223,101.917,88.21,41.353,0.202,0.087,1.14,,,,,,,,,92058,9219609,932.178,9.308,94309,9.535,0.009,108.1,tests performed,,,,,,,,,,50.93,9890400,112.442,34,1.144,0.526,67293.483,,317.84,17.26,1.2,37.4,,1.2,77.97,0.89
ARE,Asia,United Arab Emirates,9/26/2020,90618,1078,910.857,411,2,1,9162.218,108.995,92.095,41.555,0.202,0.101,1.13,,,,,,,,,98168,9317777,942.103,9.926,93601,9.464,0.01,102.8,tests performed,,,,,,,,,,50.93,9890400,112.442,34,1.144,0.526,67293.483,,317.84,17.26,1.2,37.4,,1.2,77.97,0.89
ARE,Asia,United Arab Emirates,9/27/2020,91469,851,936.143,412,1,1.143,9248.261,86.043,94.652,41.657,0.101,0.116,1.11,,,,,,,,,106034,9423811,952.824,10.721,94856,9.591,0.01,101.3,tests performed,,,,,,,,,,50.93,9890400,112.442,34,1.144,0.526,67293.483,,317.84,17.26,1.2,37.4,,1.2,77.97,0.89
ARE,Asia,United Arab Emirates,9/28/2020,92095,626,928.571,413,1,1.143,9311.555,63.294,93.886,41.758,0.101,0.116,1.11,,,,,,,,,76888,9500699,960.598,7.774,95499,9.656,0.01,102.8,tests performed,,,,,,,,,,50.93,9890400,112.442,34,1.144,0.526,67293.483,,317.84,17.26,1.2,37.4,,1.2,77.97,0.89
ARE,Asia,United Arab Emirates,9/29/2020,93090,995,949,416,3,1.571,9412.157,100.603,95.952,42.061,0.303,0.159,1.12,,,,,,,,,98412,9599111,970.548,9.95,95482,9.654,0.01,100.6,tests performed,,,,,,,,,,50.93,9890400,112.442,34,1.144,0.526,67293.483,,317.84,17.26,1.2,37.4,,1.2,77.97,0.89
ARE,Asia,United Arab Emirates,9/30/2020,94190,1100,951.429,419,3,1.857,9523.376,111.219,96.197,42.364,0.303,0.188,1.14,,,,,,,,,105615,9704726,981.227,10.679,95828,9.689,0.01,100.7,tests performed,,,,,,,,,,50.93,9890400,112.442,34,1.144,0.526,67293.483,,317.84,17.26,1.2,37.4,,1.2,77.97,0.89
ARE,Asia,United Arab Emirates,10/1/2020,95348,1158,973.714,421,2,2,9640.459,117.083,98.45,42.567,0.202,0.202,1.14,,,,,,,,,91234,9795960,990.451,9.225,95487,9.655,0.01,98.1,tests performed,,,,,,,,,,50.93,9890400,112.442,34,1.144,0.526,67293.483,,317.84,17.26,1.2,37.4,,1.2,77.97,0.89
ARE,Asia,United Arab Emirates,10/2/2020,96529,1181,998.429,424,3,2.143,9759.868,119.409,100.949,42.87,0.303,0.217,1.14,,,,,,,,,107187,9903147,1001.289,10.837,97648,9.873,0.01,97.8,tests performed,,,,,,,,,,50.93,9890400,112.442,34,1.144,0.526,67293.483,,317.84,17.26,1.2,37.4,,1.2,77.97,0.89
ARE,Asia,United Arab Emirates,10/3/2020,97760,1231,1020.286,426,2,2.143,9884.332,124.464,103.159,43.072,0.202,0.217,1.13,,,,,,,,,117812,10020959,1013.201,11.912,100455,10.157,0.01,98.5,tests performed,,,,,,,,,,50.93,9890400,112.442,34,1.144,0.526,67293.483,,317.84,17.26,1.2,37.4,,1.2,77.97,0.89
ARE,Asia,United Arab Emirates,10/4/2020,98801,1041,1047.429,426,0,2,9989.586,105.254,105.904,43.072,0,0.202,1.11,,,,,,,,,108906,10129865,1024.212,11.011,100865,10.198,0.01,96.3,tests performed,,,,,,,,,,50.93,9890400,112.442,34,1.144,0.526,67293.483,,317.84,17.26,1.2,37.4,,1.2,77.97,0.89
ARE,Asia,United Arab Emirates,10/5/2020,99733,932,1091.143,429,3,2.286,10083.819,94.233,110.323,43.375,0.303,0.231,1.09,,,,,,,,,87669,10217534,1033.076,8.864,102405,10.354,0.011,93.9,tests performed,,,,,,,,,,50.93,9890400,112.442,34,1.144,0.526,67293.483,,317.84,17.26,1.2,37.4,,1.2,77.97,0.89
ARE,Asia,United Arab Emirates,10/6/2020,100794,1061,1100.571,435,6,2.714,10191.094,107.276,111.277,43.982,0.607,0.274,1.09,,,,,,,,,102379,10319913,1043.427,10.351,102972,10.411,0.011,93.6,tests performed,,,,,,,,,,50.93,9890400,112.442,34,1.144,0.526,67293.483,,317.84,17.26,1.2,37.4,,1.2,77.97,0.89
ARE,Asia,United Arab Emirates,10/7/2020,101840,1046,1092.857,436,1,2.429,10296.854,105.759,110.497,44.083,0.101,0.246,1.09,,,,,,,,,111882,10431795,1054.739,11.312,103867,10.502,0.011,95,tests performed,,,,,,,,,,50.93,9890400,112.442,34,1.144,0.526,67293.483,,317.84,17.26,1.2,37.4,,1.2,77.97,0.89
ARE,Asia,United Arab Emirates,10/8/2020,102929,1089,1083,438,2,2.429,10406.96,110.107,109.5,44.285,0.202,0.246,1.09,,,,,,,,,115258,10547053,1066.393,11.654,107299,10.849,0.01,99.1,tests performed,,,,,,,,,,50.93,9890400,112.442,34,1.144,0.526,67293.483,,317.84,17.26,1.2,37.4,,1.2,77.97,0.89
ARE,Asia,United Arab Emirates,10/9/2020,104004,1075,1067.857,442,4,2.571,10515.652,108.691,107.969,44.69,0.404,0.26,1.09,,,,,,,,,120665,10667718,1078.593,12.2,109224,11.043,0.01,102.3,tests performed,,,,,,,,,,50.93,9890400,112.442,34,1.144,0.526,67293.483,,317.84,17.26,1.2,37.4,,1.2,77.97,0.89
ARE,Asia,United Arab Emirates,10/10/2020,105133,1129,1053.286,443,1,2.429,10629.803,114.151,106.496,44.791,0.101,0.246,1.1,,,,,,,,,136430,10804148,1092.387,13.794,111884,11.312,0.009,106.2,tests performed,,,,,,,,,,50.93,9890400,112.442,34,1.144,0.526,67293.483,,317.84,17.26,1.2,37.4,,1.2,77.97,0.89
ARE,Asia,United Arab Emirates,10/11/2020,106229,1096,1061.143,445,2,2.714,10740.617,110.815,107.29,44.993,0.202,0.274,1.1,,,,,,,,,133935,10938083,1105.929,13.542,115460,11.674,0.009,108.8,tests performed,,,,,,,,,,50.93,9890400,112.442,34,1.144,0.526,67293.483,,317.84,17.26,1.2,37.4,,1.2,77.97,0.89
ARE,Asia,United Arab Emirates,10/12/2020,107293,1064,1080,446,1,2.429,10848.196,107.579,109.197,45.094,0.101,0.246,1.11,,,,,,,,,78483,11016566,1113.865,7.935,114147,11.541,0.009,105.7,tests performed,,,,,,,,,,50.93,9890400,112.442,34,1.144,0.526,67293.483,,317.84,17.26,1.2,37.4,,1.2,77.97,0.89
ARE,Asia,United Arab Emirates,10/13/2020,108608,1315,1116.286,448,2,1.857,10981.153,132.957,112.866,45.296,0.202,0.188,1.12,,,,,,,,,96989,11113555,1123.671,9.806,113377,11.463,0.01,101.6,tests performed,,,,,,,,,,50.93,9890400,112.442,34,1.144,0.526,67293.483,,317.84,17.26,1.2,37.4,,1.2,77.97,0.89
ARE,Asia,United Arab Emirates,10/14/2020,110039,1431,1171.286,450,2,2,11125.839,144.686,118.427,45.499,0.202,0.202,1.13,,,,,,,,,103132,11216687,1134.098,10.427,112127,11.337,0.01,95.7,tests performed,,,,,,,,,,50.93,9890400,112.442,34,1.144,0.526,67293.483,,317.84,17.26,1.2,37.4,,1.2,77.97,0.89
ARE,Asia,United Arab Emirates,10/15/2020,111437,1398,1215.429,452,2,2,11267.188,141.349,122.89,45.701,0.202,0.202,1.13,,,,,,,,,114147,11330834,1145.64,11.541,111969,11.321,0.011,92.1,tests performed,,,,,,,,,,50.93,9890400,112.442,34,1.144,0.526,67293.483,,317.84,17.26,1.2,37.4,,1.2,77.97,0.89
ARE,Asia,United Arab Emirates,10/16/2020,112849,1412,1263.571,455,3,1.857,11409.953,142.765,127.757,46.004,0.303,0.188,1.12,,,,,,,,,116470,11447304,1157.416,11.776,111369,11.26,0.011,88.1,tests performed,,,,,,,,,,50.93,9890400,112.442,34,1.144,0.526,67293.483,,317.84,17.26,1.2,37.4,,1.2,77.97,0.89
ARE,Asia,United Arab Emirates,10/17/2020,114387,1538,1322,459,4,2.286,11565.457,155.504,133.665,46.409,0.404,0.231,1.11,,,,,,,,,130567,11577871,1170.617,13.201,110532,11.176,0.012,83.6,tests performed,,,,,,,,,,50.93,9890400,112.442,34,1.144,0.526,67293.483,,317.84,17.26,1.2,37.4,,1.2,77.97,0.89
ARE,Asia,United Arab Emirates,10/18/2020,115602,1215,1339,463,4,2.571,11688.304,122.846,135.384,46.813,0.404,0.26,1.08,,,,,,,,,115293,11693164,1182.274,11.657,107869,10.906,0.012,80.6,tests performed,,,,,,,,,,50.93,9890400,112.442,34,1.144,0.526,67293.483,,317.84,17.26,1.2,37.4,,1.2,77.97,0.89
ARE,Asia,United Arab Emirates,10/19/2020,116517,915,1317.714,466,3,2.857,11780.818,92.514,133.232,47.116,0.303,0.289,1.07,,,,,,,,,77291,11770455,1190.089,7.815,107698,10.889,0.012,81.7,tests performed,,,,,,,,,,50.93,9890400,112.442,34,1.144,0.526,67293.483,,317.84,17.26,1.2,37.4,,1.2,77.97,0.89
ARE,Asia,United Arab Emirates,10/20/2020,117594,1077,1283.714,470,4,3.143,11889.711,108.893,129.794,47.521,0.404,0.318,1.07,,,,,,,,,112196,11882651,1201.433,11.344,109871,11.109,0.012,85.6,tests performed,,,,,,,,,,50.93,9890400,112.442,34,1.144,0.526,67293.483,,317.84,17.26,1.2,37.4,,1.2,77.97,0.89
ARE,Asia,United Arab Emirates,10/21/2020,119132,1538,1299,472,2,3.143,12045.216,155.504,131.339,47.723,0.202,0.318,1.09,,,,,,,,,105740,11988391,1212.124,10.691,110243,11.146,0.012,84.9,tests performed,,,,,,,,,,50.93,9890400,112.442,34,1.144,0.526,67293.483,,317.84,17.26,1.2,37.4,,1.2,77.97,0.89
ARE,Asia,United Arab Emirates,10/22/2020,120710,1578,1324.714,474,2,3.143,12204.764,159.549,133.939,47.925,0.202,0.318,1.09,,,,,,,,,114483,12102874,1223.699,11.575,110291,11.151,0.012,83.3,tests performed,,,,,,,,,,50.93,9890400,112.442,34,1.144,0.526,67293.483,,317.84,17.26,1.2,37.4,,1.2,77.97,0.89
ARE,Asia,United Arab Emirates,10/23/2020,122273,1563,1346.286,475,1,2.857,12362.796,158.032,136.12,48.026,0.101,0.289,1.08,,,,,,,,,120351,12223225,1235.868,12.168,110846,11.207,0.012,82.3,tests performed,,,,,,,,,,50.93,9890400,112.442,34,1.144,0.526,67293.483,,317.84,17.26,1.2,37.4,,1.2,77.97,0.89
ARE,Asia,United Arab Emirates,10/24/2020,123764,1491,1339.571,475,0,2.286,12513.548,150.752,135.442,48.026,0,0.231,1.06,,,,,,,,,124404,12347629,1248.446,12.578,109965,11.118,0.012,82.1,tests performed,,,,,,,,,,50.93,9890400,112.442,34,1.144,0.526,67293.483,,317.84,17.26,1.2,37.4,,1.2,77.97,0.89
ARE,Asia,United Arab Emirates,10/25/2020,125123,1359,1360.143,477,2,2,12650.954,137.406,137.522,48.229,0.202,0.202,1.04,,,,,,,,,118058,12465687,1260.382,11.937,110360,11.158,0.012,81.1,tests performed,,,,,,,,,,50.93,9890400,112.442,34,1.144,0.526,67293.483,,317.84,17.26,1.2,37.4,,1.2,77.97,0.89
ARE,Asia,United Arab Emirates,10/26/2020,126234,1111,1388.143,480,3,2,12763.286,112.331,140.353,48.532,0.303,0.202,1.02,,,,,,,,,85093,12550780,1268.986,8.604,111475,11.271,0.012,80.3,tests performed,,,,,,,,,,50.93,9890400,112.442,34,1.144,0.526,67293.483,,317.84,17.26,1.2,37.4,,1.2,77.97,0.89
ARE,Asia,United Arab Emirates,10/27/2020,127624,1390,1432.857,482,2,1.714,12903.826,140.54,144.874,48.734,0.202,0.173,1.01,,,,,,,,,110807,12661587,1280.19,11.203,111277,11.251,0.013,77.7,tests performed,,,,,,,,,,50.93,9890400,112.442,34,1.144,0.526,67293.483,,317.84,17.26,1.2,37.4,,1.2,77.97,0.89
ARE,Asia,United Arab Emirates,10/28/2020,129024,1400,1413.143,485,3,1.857,13045.377,141.551,142.88,49.037,0.303,0.188,1,,,,,,,,,104673,12766260,1290.773,10.583,111124,11.236,0.013,78.6,tests performed,,,,,,,,,,50.93,9890400,112.442,34,1.144,0.526,67293.483,,317.84,17.26,1.2,37.4,,1.2,77.97,0.89
ARE,Asia,United Arab Emirates,10/29/2020,130336,1312,1375.143,488,3,2,13178.031,132.654,139.038,49.341,0.303,0.202,0.99,,,,,,,,,130573,12896833,1303.975,13.202,113423,11.468,0.012,82.5,tests performed,,,,,,,,,,50.93,9890400,112.442,34,1.144,0.526,67293.483,,317.84,17.26,1.2,37.4,,1.2,77.97,0.89
ARE,Asia,United Arab Emirates,10/30/2020,131508,1172,1319.286,490,2,2.143,13296.53,118.499,133.391,49.543,0.202,0.217,0.97,,,,,,,,,143336,13040169,1318.467,14.492,116706,11.8,0.011,88.5,tests performed,,,,,,,,,,45.37,9890400,112.442,34,1.144,0.526,67293.483,,317.84,17.26,1.2,37.4,,1.2,77.97,0.89
ARE,Asia,United Arab Emirates,10/31/2020,132629,1121,1266.429,495,5,2.857,13409.872,113.342,128.046,50.049,0.506,0.289,0.96,,,,,,,,,143991,13184160,1333.026,14.559,119504,12.083,0.011,94.4,tests performed,,,,,,,,,,45.37,9890400,112.442,34,1.144,0.526,67293.483,,317.84,17.26,1.2,37.4,,1.2,77.97,0.89
ARE,Asia,United Arab Emirates,11/1/2020,133907,1278,1254.857,496,1,2.714,13539.088,129.216,126.876,50.15,0.101,0.274,0.96,,,,,,,,,112546,13296706,1344.405,11.379,118717,12.003,0.011,94.6,tests performed,,,,,,,,,,45.37,9890400,112.442,34,1.144,0.526,67293.483,,317.84,17.26,1.2,37.4,,1.2,77.97,0.89
ARE,Asia,United Arab Emirates,11/2/2020,135141,1234,1272.429,497,1,2.429,13663.856,124.767,128.653,50.251,0.101,0.246,0.96,,,,,,,,,71466,13368172,1351.631,7.226,116770,11.806,0.011,91.8,tests performed,,,,,,,,,,45.37,9890400,112.442,34,1.144,0.526,67293.483,,317.84,17.26,1.2,37.4,,1.2,77.97,0.89
ARE,Asia,United Arab Emirates,11/3/2020,136149,1008,1217.857,503,6,3,13765.773,101.917,123.135,50.857,0.607,0.303,0.95,,,,,,,,,96994,13465166,1361.438,9.807,114797,11.607,0.011,94.3,tests performed,,,,,,,,,,45.37,9890400,112.442,34,1.144,0.526,67293.483,,317.84,17.26,1.2,37.4,,1.2,77.97,0.89
ARE,Asia,United Arab Emirates,11/4/2020,137310,1161,1183.714,505,2,2.857,13883.159,117.387,119.683,51.06,0.202,0.289,0.96,,,,,,,,,116083,13581249,1373.175,11.737,116427,11.772,0.01,98.4,tests performed,,,,,,,,,,45.37,9890400,112.442,34,1.144,0.526,67293.483,,317.84,17.26,1.2,37.4,,1.2,77.97,0.89
ARE,Asia,United Arab Emirates,11/5/2020,138599,1289,1180.429,508,3,2.857,14013.488,130.328,119.351,51.363,0.303,0.289,0.97,,,,,,,,,131633,13712882,1386.484,13.309,116578,11.787,0.01,98.8,tests performed,,,,,,,,,,45.37,9890400,112.442,34,1.144,0.526,67293.483,,317.84,17.26,1.2,37.4,,1.2,77.97,0.89
ARE,Asia,United Arab Emirates,11/6/2020,139891,1292,1197.571,510,2,2.857,14144.12,130.632,121.084,51.565,0.202,0.289,0.97,,,,,,,,,137606,13850488,1400.397,13.913,115760,11.704,0.01,96.7,tests performed,,,,,,,,,,45.37,9890400,112.442,34,1.144,0.526,67293.483,,317.84,17.26,1.2,37.4,,1.2,77.97,0.89
ARE,Asia,United Arab Emirates,11/7/2020,141032,1141,1200.429,514,4,2.714,14259.484,115.364,121.373,51.97,0.404,0.274,0.96,,,,,,,,,132347,13982835,1413.779,13.381,114096,11.536,0.011,95,tests performed,,,,,,,,,,45.37,9890400,112.442,34,1.144,0.526,67293.483,,317.84,17.26,1.2,37.4,,1.2,77.97,0.89
ARE,Asia,United Arab Emirates,11/8/2020,142143,1111,1176.571,514,0,2.571,14371.815,112.331,118.961,51.97,0,0.26,0.96,,,,,,,,,154882,14137717,1429.438,15.66,120144,12.148,0.01,102.1,tests performed,,,,,,,,,,45.37,9890400,112.442,34,1.144,0.526,67293.483,,317.84,17.26,1.2,37.4,,1.2,77.97,0.89
ARE,Asia,United Arab Emirates,11/9/2020,143289,1146,1164,515,1,2.571,14487.685,115.87,117.69,52.071,0.101,0.26,0.97,,,,,,,,,85643,14223360,1438.098,8.659,122170,12.352,0.01,105,tests performed,,,,,,,,,,45.37,9890400,112.442,34,1.144,0.526,67293.483,,317.84,17.26,1.2,37.4,,1.2,77.97,0.89
ARE,Asia,United Arab Emirates,11/10/2020,144385,1096,1176.571,518,3,2.143,14598.5,110.815,118.961,52.374,0.303,0.217,0.97,,,,,,,,,135883,14359243,1451.836,13.739,127725,12.914,0.009,108.6,tests performed,,,,,,,,,,45.37,9890400,112.442,34,1.144,0.526,67293.483,,317.84,17.26,1.2,37.4,,1.2,77.97,0.89
ARE,Asia,United Arab Emirates,11/11/2020,145599,1214,1184.143,520,2,2.143,14721.245,122.745,119.726,52.576,0.202,0.217,0.98,,,,,,,,,114653,14473896,1463.429,11.592,127521,12.893,0.009,107.7,tests performed,,,,,,,,,,45.37,9890400,112.442,34,1.144,0.526,67293.483,,317.84,17.26,1.2,37.4,,1.2,77.97,0.89
ARE,Asia,United Arab Emirates,11/12/2020,146735,1136,1162.286,523,3,2.143,14836.104,114.859,117.517,52.88,0.303,0.217,0.99,,,,,,,,,128186,14602082,1476.389,12.961,127029,12.844,0.009,109.3,tests performed,,,,,,,,,,45.37,9890400,112.442,34,1.144,0.526,67293.483,,317.84,17.26,1.2,37.4,,1.2,77.97,0.89
ARE,Asia,United Arab Emirates,11/13/2020,147961,1226,1152.857,528,5,2.571,14960.062,123.959,116.563,53.385,0.506,0.26,0.99,,,,,,,,,124494,14726576,1488.977,12.587,125155,12.654,0.009,108.6,tests performed,,,,,,,,,,45.37,9890400,112.442,34,1.144,0.526,67293.483,,317.84,17.26,1.2,37.4,,1.2,77.97,0.89
ARE,Asia,United Arab Emirates,11/14/2020,149135,1174,1157.571,528,0,2,15078.763,118.701,117.04,53.385,0,0.202,1,,,,,,,,,125915,14852491,1501.708,12.731,124237,12.561,0.009,107.3,tests performed,,,,,,,,,,45.37,9890400,112.442,34,1.144,0.526,67293.483,,317.84,17.26,1.2,37.4,,1.2,77.97,0.89
ARE,Asia,United Arab Emirates,11/15/2020,150345,1210,1171.714,530,2,2.286,15201.104,122.341,118.47,53.587,0.202,0.231,1,,,,,,,,,126916,14979407,1514.54,12.832,120241,12.157,0.01,102.6,tests performed,,,,,,,,,,45.37,9890400,112.442,34,1.144,0.526,67293.483,,317.84,17.26,1.2,37.4,,1.2,77.97,0.89
ARE,Asia,United Arab Emirates,11/16/2020,151554,1209,1180.714,534,4,2.714,15323.344,122.24,119.38,53.992,0.404,0.274,1.01,,,,,,,,,84154,15063561,1523.049,8.509,120029,12.136,0.01,101.7,tests performed,,,,,,,,,,45.37,9890400,112.442,34,1.144,0.526,67293.483,,317.84,17.26,1.2,37.4,,1.2,77.97,0.89
ARE,Asia,United Arab Emirates,11/17/2020,152809,1255,1203.429,538,4,2.857,15450.235,126.891,121.676,54.396,0.404,0.289,1.01,,,,,,,,,105024,15168585,1533.667,10.619,115620,11.69,0.01,96.1,tests performed,,,,,,,,,,45.37,9890400,112.442,34,1.144,0.526,67293.483,,317.84,17.26,1.2,37.4,,1.2,77.97,0.89
ARE,Asia,United Arab Emirates,11/18/2020,154101,1292,1214.571,542,4,3.143,15580.866,130.632,122.803,54.801,0.404,0.318,1.01,,,,,,,,,116396,15284981,1545.436,11.769,115869,11.715,0.01,95.4,tests performed,,,,,,,,,,45.37,9890400,112.442,34,1.144,0.526,67293.483,,317.84,17.26,1.2,37.4,,1.2,77.97,0.89
ARE,Asia,United Arab Emirates,11/19/2020,155254,1153,1217,544,2,3,15697.444,116.578,123.049,55.003,0.202,0.303,1.01,,,,,,,,,120041,15405022,1557.573,12.137,114706,11.598,0.011,94.3,tests performed,,,,,,,,,,45.37,9890400,112.442,34,1.144,0.526,67293.483,,317.84,17.26,1.2,37.4,,1.2,77.97,0.89
ARE,Asia,United Arab Emirates,11/20/2020,156523,1269,1223.143,547,3,2.714,15825.75,128.306,123.67,55.306,0.303,0.274,1.01,,,,,,,,,129558,15534580,1570.673,13.099,115429,11.671,0.011,94.4,tests performed,,,,,,,,,,45.37,9890400,112.442,34,1.144,0.526,67293.483,,317.84,17.26,1.2,37.4,,1.2,77.97,0.89
ARE,Asia,United Arab Emirates,11/21/2020,157785,1262,1235.714,548,1,2.857,15953.349,127.598,124.941,55.407,0.101,0.289,1.01,,,,,,,,,133003,15667583,1584.12,13.448,116442,11.773,0.011,94.2,tests performed,,,,,,,,,,45.37,9890400,112.442,34,1.144,0.526,67293.483,,317.84,17.26,1.2,37.4,,1.2,77.97,0.89
