iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,new_vaccinations_smoothed_per_million,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index
ARE,Asia,United Arab Emirates,11/22/2020,158990,1205,1235,552,4,3.143,16075.184,121.835,124.869,55.812,0.404,0.318,1.01,,,,,,,,,110952,15778535,1595.338,11.218,114161,11.543,0.011,92.4,tests performed,,,,,,,,,,45.37,9890400,112.442,34,1.144,0.526,67293.483,,317.84,17.26,1.2,37.4,,1.2,77.97,0.89
ARE,Asia,United Arab Emirates,11/23/2020,160055,1065,1214.429,554,2,2.857,16182.864,107.68,122.789,56.014,0.202,0.289,1.01,,,,,,,,,81558,15860093,1603.585,8.246,113790,11.505,0.011,93.7,tests performed,,,,,,,,,,45.37,9890400,112.442,34,1.144,0.526,67293.483,,317.84,17.26,1.2,37.4,,1.2,77.97,0.89
ARE,Asia,United Arab Emirates,11/24/2020,161365,1310,1222.286,559,5,3,16315.316,132.452,123.583,56.519,0.506,0.303,1.02,,,,,,,,,100011,15960104,1613.697,10.112,113074,11.433,0.011,92.5,tests performed,,,,,,,,,,45.37,9890400,112.442,34,1.144,0.526,67293.483,,317.84,17.26,1.2,37.4,,1.2,77.97,0.89
ARE,Asia,United Arab Emirates,11/25/2020,162662,1297,1223,563,4,3,16446.453,131.137,123.655,56.924,0.404,0.303,1.02,,,,,,,,,113220,16073324,1625.144,11.447,112620,11.387,0.011,92.1,tests performed,,,,,,,,,,49.07,9890400,112.442,34,1.144,0.526,67293.483,,317.84,17.26,1.2,37.4,,1.2,77.97,0.89
ARE,Asia,United Arab Emirates,11/26/2020,163967,1305,1244.714,564,1,2.857,16578.399,131.946,125.851,57.025,0.101,0.289,1.02,,,,,,,,,136352,16209676,1638.93,13.786,114951,11.622,0.011,92.4,tests performed,,,,,,,,,,49.07,9890400,112.442,34,1.144,0.526,67293.483,,317.84,17.26,1.2,37.4,,1.2,77.97,0.89
ARE,Asia,United Arab Emirates,11/27/2020,165250,1283,1246.714,567,3,2.857,16708.121,129.722,126.053,57.328,0.303,0.289,1.02,,,,,,,,,145103,16354779,1653.601,14.671,117171,11.847,0.011,94,tests performed,,,,,,,,,,49.07,9890400,112.442,34,1.144,0.526,67293.483,,317.84,17.26,1.2,37.4,,1.2,77.97,0.89
ARE,Asia,United Arab Emirates,11/28/2020,166502,1252,1245.286,569,2,3,16834.708,126.587,125.909,57.531,0.202,0.303,1.01,,,,,,,,,148245,16503024,1668.59,14.989,119349,12.067,0.01,95.8,tests performed,,,,,,,,,,49.07,9890400,112.442,34,1.144,0.526,67293.483,,317.84,17.26,1.2,37.4,,1.2,77.97,0.89
ARE,Asia,United Arab Emirates,11/29/2020,167753,1251,1251.857,570,1,2.571,16961.195,126.486,126.573,57.632,0.101,0.26,1.01,,,,,,,,,137203,16640227,1682.462,13.872,123099,12.446,0.01,98.3,tests performed,,,,,,,,,,49.07,9890400,112.442,34,1.144,0.526,67293.483,,317.84,17.26,1.2,37.4,,1.2,77.97,0.89
ARE,Asia,United Arab Emirates,11/30/2020,168860,1107,1257.857,572,2,2.571,17073.121,111.927,127.18,57.834,0.202,0.26,1,,,,,,,,,87514,16727741,1691.311,8.848,123950,12.532,0.01,98.5,tests performed,,,,,,,,,,49.07,9890400,112.442,34,1.144,0.526,67293.483,,317.84,17.26,1.2,37.4,,1.2,77.97,0.89
ARE,Asia,United Arab Emirates,12/1/2020,170149,1289,1254.857,576,4,2.429,17203.45,130.328,126.876,58.238,0.404,0.246,1.01,,,,,,,,,129900,16857641,1704.445,13.134,128220,12.964,0.01,102.2,tests performed,,,,,,,,,,49.07,9890400,112.442,34,1.144,0.526,67293.483,,317.84,17.26,1.2,37.4,,1.2,77.97,0.89
ARE,Asia,United Arab Emirates,12/2/2020,171434,1285,1253.143,580,4,2.429,17333.374,129.924,126.703,58.643,0.404,0.246,1.01,,,,,,,,,136483,16994124,1718.244,13.8,131543,13.3,0.01,105,tests performed,,,,,,,,,,49.07,9890400,112.442,34,1.144,0.526,67293.483,,317.84,17.26,1.2,37.4,,1.2,77.97,0.89
ARE,Asia,United Arab Emirates,12/3/2020,172751,1317,1254.857,585,5,3,17466.533,133.159,126.876,59.148,0.506,0.303,1.01,,,,,,,,,132380,17126504,1731.629,13.385,130975,13.243,0.01,104.4,tests performed,,,,,,,,,,49.07,9890400,112.442,34,1.144,0.526,67293.483,,317.84,17.26,1.2,37.4,,1.2,77.97,0.89
ARE,Asia,United Arab Emirates,12/4/2020,174062,1311,1258.857,586,1,2.714,17599.086,132.553,127.281,59.249,0.101,0.274,1,,,,,,,,,113928,17240432,1743.148,11.519,126522,12.792,0.01,100.5,tests performed,,,,,,,,,,49.07,9890400,112.442,34,1.144,0.526,67293.483,,317.84,17.26,1.2,37.4,,1.2,77.97,0.89
ARE,Asia,United Arab Emirates,12/5/2020,175276,1214,1253.429,589,3,2.857,17721.831,122.745,126.732,59.553,0.303,0.289,1,,,,,,,,,83146,17323578,1751.555,8.407,117222,11.852,0.011,93.5,tests performed,,,,,,,,,,49.07,9890400,112.442,34,1.144,0.526,67293.483,,317.84,17.26,1.2,37.4,,1.2,77.97,0.89
ARE,Asia,United Arab Emirates,12/6/2020,176429,1153,1239.429,592,3,3.143,17838.409,116.578,125.316,59.856,0.303,0.318,0.99,,,,,,,,,92147,17415725,1760.872,9.317,110785,11.201,0.011,89.4,tests performed,,,,,,,,,,49.07,9890400,112.442,34,1.144,0.526,67293.483,,317.84,17.26,1.2,37.4,,1.2,77.97,0.89
ARE,Asia,United Arab Emirates,12/7/2020,177577,1148,1245.286,594,2,3.143,17954.481,116.072,125.909,60.058,0.202,0.318,0.99,,,,,,,,,87635,17503360,1769.732,8.861,110803,11.203,0.011,89,tests performed,,,,,,,,,,49.07,9890400,112.442,34,1.144,0.526,67293.483,,317.84,17.26,1.2,37.4,,1.2,77.97,0.89
ARE,Asia,United Arab Emirates,12/8/2020,178837,1260,1241.143,596,2,2.857,18081.877,127.396,125.49,60.26,0.202,0.289,1,,,,,,,,,146020,17649380,1784.496,14.764,113106,11.436,0.011,91.1,tests performed,,,,,,,,,,49.07,9890400,112.442,34,1.144,0.526,67293.483,,317.84,17.26,1.2,37.4,,1.2,77.97,0.89
ARE,Asia,United Arab Emirates,12/9/2020,180150,1313,1245.143,598,2,2.571,18214.632,132.755,125.894,60.463,0.202,0.26,1,,,,,,,,,149798,17799178,1799.642,15.146,115008,11.628,0.011,92.4,tests performed,,,,,,,,,,49.07,9890400,112.442,34,1.144,0.526,67293.483,,317.84,17.26,1.2,37.4,,1.2,77.97,0.89
ARE,Asia,United Arab Emirates,12/10/2020,181405,1255,1236.286,602,4,2.429,18341.523,126.891,124.999,60.867,0.404,0.246,1,,,,,,,,,156425,17955603,1815.458,15.816,118443,11.976,0.01,95.8,tests performed,,,,,,,,,,49.07,9890400,112.442,34,1.144,0.526,67293.483,,317.84,17.26,1.2,37.4,,1.2,77.97,0.89
ARE,Asia,United Arab Emirates,12/11/2020,182601,1196,1219.857,607,5,3,18462.448,120.925,123.337,61.373,0.506,0.303,0.99,,,,,,,,,163352,18118955,1831.974,16.516,125503,12.689,0.01,102.9,tests performed,,,,,,,,,,49.07,9890400,112.442,34,1.144,0.526,67293.483,,317.84,17.26,1.2,37.4,,1.2,77.97,0.89
ARE,Asia,United Arab Emirates,12/12/2020,183755,1154,1211.286,609,2,2.857,18579.127,116.679,122.471,61.575,0.202,0.289,0.99,,,,,,,,,156513,18275468,1847.799,15.825,135984,13.749,0.009,112.3,tests performed,,,,,,,,,,49.07,9890400,112.442,34,1.144,0.526,67293.483,,317.84,17.26,1.2,37.4,,1.2,77.97,0.89
ARE,Asia,United Arab Emirates,12/13/2020,184949,1194,1217.143,617,8,3.571,18699.85,120.723,123.063,62.384,0.809,0.361,0.99,,,,,,,,,143781,18419249,1862.336,14.537,143361,14.495,0.008,117.8,tests performed,,,,,,,,,,49.07,9890400,112.442,34,1.144,0.526,67293.483,,317.84,17.26,1.2,37.4,,1.2,77.97,0.89
ARE,Asia,United Arab Emirates,12/14/2020,186041,1092,1209.143,618,1,3.429,18810.26,110.41,122.254,62.485,0.101,0.347,1,,,,,,,,,98562,18517811,1872.302,9.965,144922,14.653,0.008,119.9,tests performed,,,,,,,,,,49.07,9890400,112.442,34,1.144,0.526,67293.483,,317.84,17.26,1.2,37.4,,1.2,77.97,0.89
ARE,Asia,United Arab Emirates,12/15/2020,187267,1226,1204.286,622,4,3.714,18934.219,123.959,121.763,62.889,0.404,0.376,1,,,,,,,,,155176,18672987,1887.991,15.69,146230,14.785,0.008,121.4,tests performed,,,,,,,,,,49.07,9890400,112.442,34,1.144,0.526,67293.483,,317.84,17.26,1.2,37.4,,1.2,77.97,0.89
ARE,Asia,United Arab Emirates,12/16/2020,188545,1278,1199.286,626,4,4,19063.435,129.216,121.258,63.294,0.404,0.404,1.01,,,,,,,,,144174,18817161,1902.568,14.577,145426,14.704,0.008,121.3,tests performed,,,,,,,,,,49.07,9890400,112.442,34,1.144,0.526,67293.483,,317.84,17.26,1.2,37.4,,1.2,77.97,0.89
ARE,Asia,United Arab Emirates,12/17/2020,189866,1321,1208.714,629,3,3.857,19196.999,133.564,122.211,63.597,0.303,0.39,1.02,,,,,,,,,139909,18957070,1916.714,14.146,143067,14.465,0.008,118.4,tests performed,,,,,,,,,,49.07,9890400,112.442,34,1.144,0.526,67293.483,,317.84,17.26,1.2,37.4,,1.2,77.97,0.89
ARE,Asia,United Arab Emirates,12/18/2020,191150,1284,1221.286,630,1,3.286,19326.822,129.823,123.482,63.698,0.101,0.332,1.02,,,,,,,,,144602,19101672,1931.335,14.62,140388,14.194,0.009,115,tests performed,,,,,,,,,,49.07,9890400,112.442,34,1.144,0.526,67293.483,,317.84,17.26,1.2,37.4,,1.2,77.97,0.89
ARE,Asia,United Arab Emirates,12/19/2020,192404,1254,1235.571,634,4,3.571,19453.612,126.79,124.926,64.103,0.404,0.361,1.01,,,,,,,,,136132,19237804,1945.099,13.764,137477,13.9,0.009,111.3,tests performed,,,,,,,,,,49.07,9890400,112.442,34,1.144,0.526,67293.483,,317.84,17.26,1.2,37.4,,1.2,77.97,0.89
ARE,Asia,United Arab Emirates,12/20/2020,193575,1171,1232.286,637,3,2.857,19572.009,118.398,124.594,64.406,0.303,0.289,1.01,,,,,,,,,128562,19366366,1958.097,12.999,135302,13.68,0.009,109.8,tests performed,,,,,,,,,,49.07,9890400,112.442,34,1.144,0.526,67293.483,,317.84,17.26,1.2,37.4,,1.2,77.97,0.89
ARE,Asia,United Arab Emirates,12/21/2020,194652,1077,1230.143,639,2,3,19680.903,108.893,124.377,64.608,0.202,0.303,1.01,,,,,,,,,94911,19461277,1967.694,9.596,134781,13.627,0.009,109.6,tests performed,,,,,,,,,,49.07,9890400,112.442,34,1.144,0.526,67293.483,,317.84,17.26,1.2,37.4,,1.2,77.97,0.89
ARE,Asia,United Arab Emirates,12/22/2020,195878,1226,1230.143,642,3,2.857,19804.861,123.959,124.377,64.911,0.303,0.289,1.02,,,,,,,,,140051,19601328,1981.854,14.16,132620,13.409,0.009,107.8,tests performed,,,,,,,,,,49.07,9890400,112.442,34,1.144,0.526,67293.483,,317.84,17.26,1.2,37.4,,1.2,77.97,0.89
ARE,Asia,United Arab Emirates,12/23/2020,197124,1246,1225.571,645,3,2.714,19930.842,125.981,123.915,65.215,0.303,0.274,1.03,,,,,,,,,145523,19746851,1996.567,14.714,132813,13.428,0.009,108.4,tests performed,,,,,,,,,,49.07,9890400,112.442,34,1.144,0.526,67293.483,,317.84,17.26,1.2,37.4,,1.2,77.97,0.89
ARE,Asia,United Arab Emirates,12/24/2020,198435,1311,1224.143,647,2,2.571,20063.395,132.553,123.771,65.417,0.202,0.26,1.04,,,,,,,,,138914,19885765,2010.613,14.045,132671,13.414,0.009,108.4,tests performed,,,,,,,,,,49.07,9890400,112.442,34,1.144,0.526,67293.483,,317.84,17.26,1.2,37.4,,1.2,77.97,0.89
ARE,Asia,United Arab Emirates,12/25/2020,199665,1230,1216.429,653,6,3.286,20187.758,124.363,122.991,66.024,0.607,0.332,1.05,,,,,,,,,143901,20029666,2025.162,14.55,132571,13.404,0.009,109,tests performed,,,,,,,,,,49.07,9890400,112.442,34,1.144,0.526,67293.483,,317.84,17.26,1.2,37.4,,1.2,77.97,0.89
ARE,Asia,United Arab Emirates,12/26/2020,200892,1227,1212.571,655,2,3,20311.818,124.06,122.601,66.226,0.202,0.303,1.06,,,,,,,,,157461,20187127,2041.083,15.921,135618,13.712,0.009,111.8,tests performed,,,,,,,,,,49.07,9890400,112.442,34,1.144,0.526,67293.483,,317.84,17.26,1.2,37.4,,1.2,77.97,0.89
ARE,Asia,United Arab Emirates,12/27/2020,201836,944,1180.143,657,2,2.857,20407.264,95.446,119.322,66.428,0.202,0.289,1.07,,,,,,,,,152146,20339273,2056.466,15.383,138987,14.053,0.008,117.8,tests performed,,,,,,,,,,49.07,9890400,112.442,34,1.144,0.526,67293.483,,317.84,17.26,1.2,37.4,,1.2,77.97,0.89
ARE,Asia,United Arab Emirates,12/28/2020,202863,1027,1173,660,3,3,20511.102,103.838,118.6,66.731,0.303,0.303,1.11,,,,,,,,,100946,20440219,2066.673,10.206,139849,14.14,0.008,119.2,tests performed,,,,,,,,,,49.07,9890400,112.442,34,1.144,0.526,67293.483,,317.84,17.26,1.2,37.4,,1.2,77.97,0.89
ARE,Asia,United Arab Emirates,12/29/2020,204369,1506,1213,662,2,2.857,20663.371,152.269,122.644,66.934,0.202,0.289,1.15,,,,,,,,,153157,20593376,2082.158,15.485,141721,14.329,0.009,116.8,tests performed,,,,,,,,,,49.07,9890400,112.442,34,1.144,0.526,67293.483,,317.84,17.26,1.2,37.4,,1.2,77.97,0.89
ARE,Asia,United Arab Emirates,12/30/2020,206092,1723,1281.143,665,3,2.857,20837.58,174.209,129.534,67.237,0.303,0.289,1.19,,,,,,,,,150244,20743620,2097.349,15.191,142396,14.397,0.009,111.1,tests performed,,,,,,,,,,49.07,9890400,112.442,34,1.144,0.526,67293.483,,317.84,17.26,1.2,37.4,,1.2,77.97,0.89
ARE,Asia,United Arab Emirates,12/31/2020,207822,1730,1341,669,4,3.143,21012.497,174.917,135.586,67.641,0.404,0.318,1.22,,,,,,,,,146721,20890341,2112.184,14.835,143511,14.51,0.009,107,tests performed,,,,,,,,,,49.07,9890400,112.442,34,1.144,0.526,67293.483,,317.84,17.26,1.2,37.4,,1.2,77.97,0.89
ARE,Asia,United Arab Emirates,1/1/2021,209678,1856,1430.429,671,2,2.571,21200.154,187.657,144.628,67.844,0.202,0.26,1.24,,,,,,,,,145163,21035504,2126.861,14.677,143691,14.528,0.01,100.5,tests performed,,,,,,,,,,49.07,9890400,112.442,34,1.144,0.526,67293.483,,317.84,17.26,1.2,37.4,,1.2,77.97,0.89
ARE,Asia,United Arab Emirates,1/2/2021,211641,1963,1535.571,674,3,2.714,21398.629,198.475,155.259,68.147,0.303,0.274,1.25,,,,,,,,,152588,21188092,2142.289,15.428,142995,14.458,0.011,93.1,tests performed,,,,,,,,,,49.07,9890400,112.442,34,1.144,0.526,67293.483,,317.84,17.26,1.2,37.4,,1.2,77.97,0.89
ARE,Asia,United Arab Emirates,1/3/2021,213231,1590,1627.857,679,5,3.143,21559.391,160.762,164.59,68.652,0.506,0.318,1.25,,,,,,,,,125232,21313324,2154.951,12.662,139150,14.069,0.012,85.5,tests performed,,,,,,,,,,45.37,9890400,112.442,34,1.144,0.526,67293.483,,317.84,17.26,1.2,37.4,,1.2,77.97,0.89
ARE,Asia,United Arab Emirates,1/4/2021,214732,1501,1695.571,682,3,3.143,21711.154,151.763,171.436,68.956,0.303,0.318,1.26,,,,,,,,,116687,21430011,2166.749,11.798,141399,14.297,0.012,83.4,tests performed,,,,,,,,,,45.37,9890400,112.442,34,1.144,0.526,67293.483,,317.84,17.26,1.2,37.4,,1.2,77.97,0.89
ARE,Asia,United Arab Emirates,1/5/2021,216699,1967,1761.429,685,3,3.286,21910.034,198.88,178.095,69.259,0.303,0.332,1.29,,,,,,,,,153645,21583656,2182.283,15.535,141469,14.304,0.012,80.3,tests performed,826301,,,,,8.35,,,,45.37,9890400,112.442,34,1.144,0.526,67293.483,,317.84,17.26,1.2,37.4,,1.2,77.97,0.89
ARE,Asia,United Arab Emirates,1/6/2021,218766,2067,1810.571,689,4,3.429,22119.025,208.991,183.064,69.664,0.404,0.347,1.32,,,,,,,,,156553,21740209,2198.112,15.829,142370,14.395,0.013,78.6,tests performed,,,,,30698,,,,3104,45.37,9890400,112.442,34,1.144,0.526,67293.483,,317.84,17.26,1.2,37.4,,1.2,77.97,0.89
ARE,Asia,United Arab Emirates,1/7/2021,221754,2988,1990.286,694,5,3.571,22421.136,302.111,201.234,70.169,0.506,0.361,1.35,,,,,,,,,163100,21903309,2214.603,16.491,144710,14.631,0.014,72.7,tests performed,887697,,,,30698,8.98,,,3104,45.37,9890400,112.442,34,1.144,0.526,67293.483,,317.84,17.26,1.2,37.4,,1.2,77.97,0.89
ARE,Asia,United Arab Emirates,1/8/2021,224704,2950,2146.571,697,3,3.714,22719.405,298.269,217.036,70.472,0.303,0.376,1.36,,,,,,,,,166435,22069744,2231.431,16.828,147749,14.939,0.015,68.8,tests performed,941556,,,53859,38418,9.52,,,3884,45.37,9890400,112.442,34,1.144,0.526,67293.483,,317.84,17.26,1.2,37.4,,1.2,77.97,0.89
ARE,Asia,United Arab Emirates,1/9/2021,227702,2998,2294.429,702,5,4,23022.527,303.122,231.985,70.978,0.506,0.404,1.35,,,,,,,,,168770,22238514,2248.495,17.064,150060,15.172,0.015,65.4,tests performed,1020349,,,78793,48512,10.32,,,4905,45.37,9890400,112.442,34,1.144,0.526,67293.483,,317.84,17.26,1.2,37.4,,1.2,77.97,0.89
ARE,Asia,United Arab Emirates,1/10/2021,230578,2876,2478.143,708,6,4.143,23313.314,290.787,250.56,71.585,0.607,0.419,1.33,,,,,,,,,171951,22410465,2265.881,17.386,156734,15.847,0.016,63.2,tests performed,1086568,836568,250000,66219,52053,10.99,8.46,2.53,5263,45.37,9890400,112.442,34,1.144,0.526,67293.483,,317.84,17.26,1.2,37.4,,1.2,77.97,0.89
ARE,Asia,United Arab Emirates,1/11/2021,232982,2404,2607.143,711,3,4.143,23556.378,243.064,263.603,71.888,0.303,0.419,1.31,,,,,,,,,133458,22543923,2279.374,13.494,159130,16.089,0.016,61,tests performed,1167251,,,80683,56825,11.8,,,5745,45.37,9890400,112.442,34,1.144,0.526,67293.483,,317.84,17.26,1.2,37.4,,1.2,77.97,0.89
ARE,Asia,United Arab Emirates,1/12/2021,236225,3243,2789.429,717,6,4.571,23884.272,327.894,282.034,72.495,0.607,0.462,1.31,,,,,,,,,151480,22695403,2294.69,15.316,158821,16.058,0.018,56.9,tests performed,1275652,,,108401,64193,12.9,,,6490,45.37,9890400,112.442,34,1.144,0.526,67293.483,,317.84,17.26,1.2,37.4,,1.2,77.97,0.89
ARE,Asia,United Arab Emirates,1/13/2021,239587,3362,2974.429,723,6,4.857,24224.197,339.926,300.739,73.101,0.607,0.491,1.29,,,,,,,,,134768,22830171,2308.316,13.626,155709,15.743,0.019,52.3,tests performed,1394580,,,118928,76797,14.1,,,7765,45.37,9890400,112.442,34,1.144,0.526,67293.483,,317.84,17.26,1.2,37.4,,1.2,77.97,0.89
ARE,Asia,United Arab Emirates,1/14/2021,242969,3382,3030.714,726,3,4.571,24566.145,341.948,306.43,73.405,0.303,0.462,1.28,,,,,,,,,126625,22956796,2321.119,12.803,150498,15.217,0.02,49.7,tests performed,1527833,,,133253,91448,15.45,,,9246,45.37,9890400,112.442,34,1.144,0.526,67293.483,,317.84,17.26,1.2,37.4,,1.2,77.97,0.89
ARE,Asia,United Arab Emirates,1/15/2021,246376,3407,3096,733,7,5.143,24910.62,344.475,313.031,74.112,0.708,0.52,1.26,,,,,,,,,131262,23088058,2334.391,13.272,145473,14.709,0.021,47,tests performed,1665987,,,138154,103490,16.84,,,10464,45.37,9890400,112.442,34,1.144,0.526,67293.483,,317.84,17.26,1.2,37.4,,1.2,77.97,0.89
ARE,Asia,United Arab Emirates,1/16/2021,249808,3432,3158,740,7,5.429,25257.624,347.003,319.3,74.82,0.708,0.549,1.24,,,,,,,,,151096,23239154,2349.668,15.277,142949,14.453,0.022,45.3,tests performed,1797926,,,131939,111082,18.18,,,11231,45.37,9890400,112.442,34,1.144,0.526,67293.483,,317.84,17.26,1.2,37.4,,1.2,77.97,0.89
ARE,Asia,United Arab Emirates,1/17/2021,253261,3453,3240.429,745,5,5.286,25606.75,349.126,327.634,75.326,0.506,0.534,1.22,,,,,,,,,162251,23401405,2366.073,16.405,141563,14.313,0.023,43.7,tests performed,1882778,,,84852,113744,19.04,,,11500,45.37,9890400,112.442,34,1.144,0.526,67293.483,,317.84,17.26,1.2,37.4,,1.2,77.97,0.89
ARE,Asia,United Arab Emirates,1/18/2021,256732,3471,3392.857,751,6,5.714,25957.696,350.946,343.045,75.932,0.607,0.578,1.2,,,,,,,,,142388,23543793,2380.469,14.397,142839,14.442,0.024,42.1,tests performed,1971521,,,88743,114896,19.93,,,11617,45.37,9890400,112.442,34,1.144,0.526,67293.483,,317.84,17.26,1.2,37.4,,1.2,77.97,0.89
ARE,Asia,United Arab Emirates,1/19/2021,260223,3491,3428.286,756,5,5.571,26310.665,352.969,346.628,76.438,0.506,0.563,1.18,,,,,,,,,163049,23706842,2396.955,16.486,144491,14.609,0.024,42.1,tests performed,2065367,,,93846,112816,20.88,,,11407,50.93,9890400,112.442,34,1.144,0.526,67293.483,,317.84,17.26,1.2,37.4,,1.2,77.97,0.89
ARE,Asia,United Arab Emirates,1/20/2021,263729,3506,3448.857,762,6,5.571,26665.15,354.485,348.708,77.044,0.607,0.563,1.16,,,,,,,,,162945,23869787,2413.43,16.475,148517,15.016,0.023,43.1,tests performed,2161150,,,95783,109510,21.85,,,11072,50.93,9890400,112.442,34,1.144,0.526,67293.483,,317.84,17.26,1.2,37.4,,1.2,77.97,0.89
ARE,Asia,United Arab Emirates,1/21/2021,267258,3529,3469.857,766,4,5.714,27021.961,356.811,350.831,77.449,0.404,0.578,1.14,,,,,,,,,163285,24033072,2429.939,16.509,153754,15.546,0.023,44.3,tests performed,2246069,,,84919,102605,22.71,,,10374,50.93,9890400,112.442,34,1.144,0.526,67293.483,,317.84,17.26,1.2,37.4,,1.2,77.97,0.89
ARE,Asia,United Arab Emirates,1/22/2021,270810,3552,3490.571,776,10,6.143,27381.097,359.136,352.925,78.46,1.011,0.621,1.13,,,,,,,,,170694,24203766,2447.198,17.259,159387,16.115,0.022,45.7,tests performed,2339078,,,93009,96156,23.65,,,9722,50.93,9890400,112.442,34,1.144,0.526,67293.483,,317.84,17.26,1.2,37.4,,1.2,77.97,0.89
ARE,Asia,United Arab Emirates,1/23/2021,274376,3566,3509.714,783,7,6.143,27741.648,360.552,354.861,79.168,0.708,0.621,1.12,,,,,,,,,174172,24377938,2464.808,17.61,162683,16.449,0.022,46.4,tests performed,2426798,,,87720,89839,24.54,,,9083,50.93,9890400,112.442,34,1.144,0.526,67293.483,,317.84,17.26,1.2,37.4,,1.2,77.97,0.89
ARE,Asia,United Arab Emirates,1/24/2021,277955,3579,3527.714,792,9,6.714,28103.515,361.866,356.681,80.078,0.91,0.679,1.1,,,,,,,,,179117,24557055,2482.918,18.11,165093,16.692,0.021,46.8,tests performed,2487789,,,60991,86430,25.15,,,8739,50.93,9890400,112.442,34,1.144,0.526,67293.483,,317.84,17.26,1.2,37.4,,1.2,77.97,0.89
ARE,Asia,United Arab Emirates,1/25/2021,281546,3591,3544.857,798,6,6.714,28466.594,363.079,358.414,80.684,0.607,0.679,1.09,,,,,,,,,140477,24697532,2497.122,14.203,164820,16.665,0.022,46.5,tests performed,2571091,,,83302,85653,26,,,8660,50.93,9890400,112.442,34,1.144,0.526,67293.483,,317.84,17.26,1.2,37.4,,1.2,77.97,0.89
ARE,Asia,United Arab Emirates,1/26/2021,285147,3601,3560.571,805,7,7,28830.684,364.09,360.003,81.392,0.708,0.708,1.08,,,,,,,,,175249,24872781,2514.841,17.719,166563,16.841,0.021,46.8,tests performed,2677680,,,106589,87473,27.07,,,8844,62.04,9890400,112.442,34,1.144,0.526,67293.483,,317.84,17.26,1.2,37.4,,1.2,77.97,0.89
ARE,Asia,United Arab Emirates,1/27/2021,289086,3939,3622.429,811,6,7,29228.949,398.265,366.257,81.999,0.607,0.708,1.08,,,,,,,,,174016,25046797,2532.435,17.594,168144,17.001,0.022,46.4,tests performed,2764450,,,86770,86186,27.95,,,8714,62.04,9890400,112.442,34,1.144,0.526,67293.483,,317.84,17.26,1.2,37.4,,1.2,77.97,0.89
ARE,Asia,United Arab Emirates,1/28/2021,293052,3966,3684.857,819,8,7.571,29629.944,400.995,372.569,82.808,0.809,0.766,1.06,,,,,,,,,168781,25215578,2549.5,17.065,168929,17.08,0.022,45.8,tests performed,2868650,,,104200,88940,29,,,8993,62.04,9890400,112.442,34,1.144,0.526,67293.483,,317.84,17.26,1.2,37.4,,1.2,77.97,0.89
ARE,Asia,United Arab Emirates,1/29/2021,297014,3962,3743.429,826,7,7.143,30030.535,400.59,378.491,83.515,0.708,0.722,1.04,,,,,,,,,180930,25396508,2567.794,18.293,170392,17.228,0.022,45.5,tests performed,3006606,,,137956,95361,30.4,,,9642,62.04,9890400,112.442,34,1.144,0.526,67293.483,,317.84,17.26,1.2,37.4,,1.2,77.97,0.89
ARE,Asia,United Arab Emirates,1/30/2021,300661,3647,3755,838,12,7.857,30399.276,368.741,379.661,84.729,1.213,0.794,1.02,,,,,,,,,183952,25580460,2586.393,18.599,171789,17.369,0.022,45.7,tests performed,3114167,,,107561,98196,31.49,,,9928,62.04,9890400,112.442,34,1.144,0.526,67293.483,,317.84,17.26,1.2,37.4,,1.2,77.97,0.89
ARE,Asia,United Arab Emirates,1/31/2021,303609,2948,3664.857,850,12,8.286,30697.343,298.067,370.547,85.942,1.213,0.838,1,,,,,,,,,184260,25764720,2605.023,18.63,172524,17.444,0.021,47.1,tests performed,3334162,,,219995,120910,33.71,,,12225,62.04,9890400,112.442,34,1.144,0.526,67293.483,,317.84,17.26,1.2,37.4,,1.2,77.97,0.89
ARE,Asia,United Arab Emirates,2/1/2021,306339,2730,3541.857,859,9,8.714,30973.368,276.025,358.111,86.852,0.91,0.881,0.99,,,,,,,,,127572,25892292,2617.922,12.899,170680,17.257,0.021,48.2,tests performed,3440777,,,106615,124241,34.79,,,12562,62.04,9890400,112.442,34,1.144,0.526,67293.483,,317.84,17.26,1.2,37.4,,1.2,77.97,0.89
